Tipologia grafo,Node,Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubness,Authority
Grafo preferential attachment correct,David La Barbera,0.17105263157894735,0.05468226120857696,0.5467625899280576,0.03476765421551087,0.04011843423855202,0.040118434238552055
Grafo preferential attachment correct,Kevin Roitero,0.3289473684210526,0.1776953494848231,0.5984251968503937,0.0691048866735428,0.05461448731450442,0.054614487314504405
Grafo preferential attachment correct,Stefano Mizzaro,0.3289473684210526,0.21938290169869124,0.5984251968503937,0.07187858196762917,0.05300282034800212,0.05300282034800213
Grafo preferential attachment correct,Gianluca Demartini,0.381578947368421,0.3001661097187412,0.6178861788617886,0.08529854302354327,0.05598601721231174,0.05598601721231185
Grafo preferential attachment correct,Damiano Spina,0.35526315789473684,0.2665419103313841,0.608,0.08087456704817808,0.04990707162849494,0.04990707162849496
Grafo preferential attachment correct,Michael Soprano,0.2894736842105263,0.14474269005847948,0.5846153846153846,0.059698643766889416,0.052048590879947315,0.05204859087994737
Grafo preferential attachment correct,Vincenzo Della Mea,0.09210526315789473,0.0,0.5241379310344828,0.018851586364361406,0.03282447246467361,0.03282447246467362
Grafo preferential attachment correct,Davide Ceolin,0.10526315789473684,0.017316624895572258,0.5033112582781457,0.02207616187615019,0.029618228713287186,0.029618228713287193
Grafo preferential attachment correct,Tim Draws,0.039473684210526314,0.0001286549707602339,0.3781094527363184,0.008890766984339602,0.010444545263867575,0.010444545263867584
Grafo preferential attachment correct,Joel Mackenzie,0.02631578947368421,0.0004970760233918127,0.3584905660377358,0.007459357132129123,0.004167584603522964,0.004167584603522969
Grafo preferential attachment correct,Beatrice Portelli,0.039473684210526314,0.0,0.3958333333333333,0.009085779301226176,0.01119653500138637,0.011196535001386385
Grafo preferential attachment correct,Giuseppe Serra,0.013157894736842105,0.0,0.37073170731707317,0.00425459386687273,0.004755447882224713,0.0047554478822247155
Grafo preferential attachment correct,Shaoyang Fan,0.05263157894736842,0.0,0.4523809523809524,0.01159362354271326,0.019147748677187423,0.01914774867718744
Grafo preferential attachment correct,Giuseppe Primiero,0.013157894736842105,0.0,0.37073170731707317,0.00425459386687273,0.004755447882224713,0.004755447882224712
Grafo preferential attachment correct,Jan Wielemaker,0.02631578947368421,0.0,0.37623762376237624,0.006527968483216073,0.008420890498681704,0.008420890498681714
Grafo preferential attachment correct,Alessandro Checco,0.09210526315789473,0.01439014202172097,0.4935064935064935,0.019678893812807012,0.025983082559399823,0.025983082559399826
Grafo preferential attachment correct,Afshin Rahimi,0.02631578947368421,0.0,0.37623762376237624,0.006527968483216073,0.008420890498681704,0.008420890498681721
Grafo preferential attachment correct,Andrea Brunello,0.05263157894736842,0.004637426900584793,0.4293785310734463,0.01204282242982966,0.015210843140841816,0.015210843140841809
Grafo preferential attachment correct,Tetsuya Sakai,0.013157894736842105,0.0,0.37073170731707317,0.00425459386687273,0.004755447882224713,0.004755447882224713
Grafo preferential attachment correct,Eddy Maddalena,0.35526315789473684,0.25663826232247283,0.608,0.07892582956150213,0.05358790532035365,0.053587905320353686
Grafo preferential attachment correct,Mihai Horia Popescu,0.05263157894736842,0.001567251461988304,0.4293785310734463,0.0116783772290298,0.015883500801497454,0.01588350080149744
Grafo preferential attachment correct,Falk Scholer,0.09210526315789473,0.0007407407407407407,0.5205479452054794,0.018895253929829593,0.03153951908758232,0.03153951908758231
Grafo preferential attachment correct,J. Shane Culpepper,0.013157894736842105,0.0,0.37623762376237624,0.004297507608399993,0.004989882408874371,0.004989882408874374
Grafo preferential attachment correct,Yunke Qu,0.013157894736842105,0.0,0.37623762376237624,0.004297507608399993,0.004989882408874371,0.004989882408874364
Grafo preferential attachment correct,Mark Sanderson,0.07894736842105263,9.398496240601503e-05,0.4840764331210191,0.016355012854590397,0.026054561753686697,0.026054561753686707
Grafo preferential attachment correct,Rishabh Mehrotra,0.02631578947368421,0.0,0.40641711229946526,0.0068433239902496,0.009549669217150848,0.009549669217150858
Grafo preferential attachment correct,Mounia Lalmas,0.013157894736842105,0.0,0.37623762376237624,0.004297507608399993,0.004989882408874371,0.004989882408874377
Grafo preferential attachment correct,Ben Carterette,0.02631578947368421,0.0,0.38,0.006687188526783602,0.007363840912684162,0.007363840912684165
Grafo preferential attachment correct,Luca Vassena,0.013157894736842105,0.0,0.37623762376237624,0.004391809581694827,0.004842631577811863,0.004842631577811866
Grafo preferential attachment correct,Luca Di Gaspero,0.02631578947368421,0.0,0.4,0.006741265242042871,0.009832513986686232,0.009832513986686242
Grafo preferential attachment correct,Carlo Tasso,0.02631578947368421,0.0,0.40641711229946526,0.006876388424664876,0.009738719763106304,0.009738719763106312
Grafo preferential attachment correct,Paolo Coppola,0.013157894736842105,0.0,0.37623762376237624,0.004391809581694827,0.004842631577811863,0.004842631577811871
Grafo preferential attachment correct,Omar Alonso,0.013157894736842105,0.0,0.37623762376237624,0.004391809581694827,0.004842631577811863,0.004842631577811861
Grafo preferential attachment correct,Elena Nazzi,0.02631578947368421,0.0006265664160401001,0.38,0.006950978561197712,0.006232378554205734,0.006232378554205737
Grafo preferential attachment correct,Giorgio Brajnik,0.02631578947368421,0.0,0.4,0.006741265242042871,0.009832513986686232,0.009832513986686242
Grafo preferential attachment correct,Fabio Crestani,0.013157894736842105,0.0,0.37623762376237624,0.004391809581694827,0.004842631577811863,0.0048426315778118696
